9.857	88.067
10	88.14
10.145	88.233
10.293	88.346
10.443	88.46
10.595	88.578
10.749	88.693
10.905	88.806
11.064	88.92
11.225	89.032
11.388	89.143
11.554	89.253
11.722	89.357
11.892	89.456
12.065	89.544
12.241	89.62
12.419	89.684
12.599	89.734
12.782	89.772
12.968	89.799
13.157	89.821
13.348	89.842
13.543	89.866
13.74	89.896
13.939	89.937
14.142	89.989
14.348	90.049
14.557	90.113
14.768	90.178
14.983	90.235
15.201	90.28
15.422	90.308
15.646	90.32
15.874	90.315
16.105	90.298
16.339	90.274
16.577	90.249
16.818	90.226
17.063	90.207
17.311	90.192
17.563	90.179
17.818	90.164
18.077	90.145
18.34	90.12
18.607	90.088
18.877	90.051
19.152	90.011
19.431	89.971
19.713	89.933
20	89.895
20.291	89.859
20.586	89.823
20.885	89.786
21.189	89.75
21.497	89.708
21.81	89.664
22.127	89.618
22.449	89.57
22.776	89.52
23.107	89.469
23.443	89.415
23.784	89.361
24.13	89.296
24.481	89.231
24.837	89.166
25.198	89.101
25.565	89.035
25.937	88.968
26.314	88.901
26.697	88.835
27.085	88.77
27.479	88.712
27.879	88.658
28.284	88.61
28.696	88.566
29.113	88.528
29.537	88.496
29.966	88.472
30.402	88.453
30.844	88.437
31.293	88.422
31.748	88.409
32.21	88.403
32.678	88.398
33.154	88.397
33.636	88.394
34.125	88.392
34.621	88.392
35.125	88.394
35.636	88.396
36.154	88.395
36.68	88.392
37.214	88.383
37.755	88.359
38.304	88.333
38.861	88.306
39.427	88.275
40	88.248
40.582	88.223
41.172	88.203
41.771	88.191
42.379	88.186
42.995	88.186
43.62	88.195
44.255	88.214
44.898	88.241
45.552	88.273
46.214	88.307
46.886	88.347
47.568	88.39
48.26	88.434
48.962	88.483
49.674	88.534
50.397	88.586
51.13	88.644
51.874	88.708
52.628	88.781
53.394	88.861
54.17	88.954
54.958	89.059
55.758	89.17
56.569	89.286
57.391	89.397
58.226	89.504
59.073	89.608
59.932	89.71
60.804	89.813
61.688	89.92
62.586	90.027
63.496	90.127
64.42	90.22
65.357	90.317
66.307	90.413
67.272	90.502
68.25	90.587
69.243	90.671
70.25	90.766
71.272	90.858
72.309	90.953
73.36	91.047
74.427	91.14
75.51	91.231
76.608	91.321
77.723	91.407
78.853	91.498
80	91.593
81.164	91.688
82.344	91.782
83.542	91.876
84.757	91.968
85.99	92.067
87.241	92.176
88.51	92.303
89.797	92.429
91.103	92.557
92.428	92.681
93.773	92.806
95.137	92.928
96.52	93.047
97.924	93.167
99.349	93.273
100.794	93.365
102.26	93.456
103.747	93.545
105.256	93.635
106.787	93.724
108.34	93.812
109.916	93.899
111.515	93.982
113.137	94.061
114.783	94.137
116.452	94.215
118.146	94.303
119.865	94.393
121.608	94.495
123.377	94.596
125.171	94.695
126.992	94.795
128.839	94.889
130.713	94.978
132.615	95.06
134.543	95.135
136.5	95.206
138.486	95.265
140.5	95.306
142.544	95.339
144.617	95.377
146.721	95.425
148.855	95.471
151.02	95.512
153.217	95.549
155.445	95.583
157.706	95.612
160	95.633
162.327	95.651
164.688	95.666
167.084	95.674
169.514	95.676
171.98	95.671
174.481	95.665
177.019	95.657
179.594	95.637
182.206	95.608
184.856	95.574
187.545	95.542
190.273	95.51
193.041	95.471
195.849	95.43
198.697	95.378
201.587	95.321
204.52	95.26
207.494	95.187
210.512	95.112
213.574	95.033
216.681	94.941
219.833	94.839
223.03	94.733
226.274	94.615
229.565	94.493
232.905	94.368
236.292	94.238
239.729	94.101
243.216	93.966
246.754	93.839
250.343	93.717
253.984	93.6
257.678	93.489
261.426	93.378
265.229	93.263
269.087	93.139
273.001	93.006
276.972	92.871
281	92.738
285.088	92.612
289.234	92.485
293.441	92.358
297.709	92.234
302.04	92.113
306.433	91.99
310.89	91.872
315.412	91.766
320	91.667
324.655	91.572
329.377	91.476
334.168	91.383
339.028	91.296
343.959	91.217
348.962	91.148
354.038	91.083
359.188	90.95
364.412	90.822
369.713	90.712
375.09	90.618
380.546	90.532
386.081	90.461
391.697	90.4
397.394	90.345
403.175	90.295
409.039	90.256
414.989	90.229
421.025	90.212
427.149	90.206
433.362	90.212
439.665	90.233
446.06	90.266
452.548	90.362
459.131	90.467
465.809	90.579
472.584	90.697
479.458	90.815
486.432	90.931
493.507	91.034
500.686	91.125
507.968	91.205
515.357	91.273
522.853	91.328
530.458	91.374
538.174	91.415
546.002	91.442
553.943	91.457
562.001	91.459
570.175	91.44
578.469	91.402
586.883	91.356
595.419	91.293
604.08	91.216
612.866	91.142
621.78	91.096
630.824	91.042
640	90.953
649.309	90.854
658.753	90.749
668.335	90.665
678.056	90.603
687.919	90.564
697.925	90.55
708.077	90.559
718.376	90.579
728.825	90.603
739.426	90.618
750.181	90.62
761.093	90.609
772.163	90.584
783.394	90.549
794.789	90.508
806.349	90.463
818.078	90.417
829.977	90.376
842.05	90.331
854.298	90.279
866.724	90.221
879.33	90.155
892.12	90.073
905.097	89.984
918.262	89.894
931.618	89.803
945.169	89.705
958.917	89.606
972.864	89.496
987.015	89.386
1001.37	89.298
1015.94	89.226
1030.71	89.174
1045.71	89.149
1060.92	89.145
1076.35	89.153
1092.00	89.186
1107.89	89.239
1124.00	89.303
1140.35	89.388
1156.94	89.487
1173.77	89.601
1190.84	89.698
1208.16	89.809
1225.73	89.949
1243.56	90.092
1261.65	90.226
1280	90.333
1298.62	90.412
1317.51	90.47
1336.67	90.531
1356.11	90.613
1375.84	90.703
1395.85	90.782
1416.15	90.869
1436.75	90.957
1457.65	91.04
1478.85	91.125
1500.36	91.202
1522.19	91.271
1544.33	91.333
1566.79	91.389
1589.58	91.445
1612.70	91.503
1636.16	91.527
1659.96	91.517
1684.10	91.48
1708.60	91.409
1733.45	91.312
1758.66	91.162
1784.24	90.966
1810.19	90.735
1836.52	90.478
1863.24	90.206
1890.34	89.932
1917.83	89.66
1945.73	89.395
1974.03	89.145
2002.74	88.989
2031.87	88.937
2061.43	88.982
2091.41	89.08
2121.83	89.183
2152.70	89.249
2184.01	89.348
2215.77	89.396
2248.00	89.311
2280.70	89.151
2313.87	88.991
2347.53	88.869
2381.68	88.79
2416.32	88.735
2451.46	88.679
2487.12	88.6
2523.30	88.486
2560	88.282
2597.24	88.012
2635.01	87.677
2673.34	87.325
2712.23	86.987
2751.68	86.681
2791.70	86.424
2832.31	86.215
2873.50	86.045
2915.30	85.897
2957.70	85.788
3000.72	85.69
3044.37	85.582
3088.65	85.439
3133.58	85.259
3179.16	85.037
3225.40	84.786
3272.31	84.516
3319.91	84.268
3368.20	84.067
3417.19	83.88
3466.89	83.71
3517.32	83.541
3568.48	83.376
3620.39	83.242
3673.05	83.172
3726.47	83.209
3780.68	83.403
3835.67	83.757
3891.46	84.244
3948.06	84.806
4005.49	85.393
4063.75	85.974
4122.86	86.511
4182.82	86.946
4243.66	87.26
4305.39	87.464
4368.01	87.569
4431.55	87.596
4496.01	87.53
4561.40	87.361
4627.75	87.106
4695.06	86.769
4763.35	86.374
4832.64	85.939
4902.93	85.513
4974.24	85.111
5046.60	84.744
5120	84.426
5194.47	84.175
5270.03	84.014
5346.68	83.949
5424.45	83.988
5503.35	84.136
5583.40	84.406
5664.61	84.814
5747.01	85.333
5830.60	85.906
5915.41	86.475
6001.45	86.974
6088.74	87.378
6177.30	87.671
6267.15	87.855
6358.31	87.951
6450.80	87.989
6544.63	88.011
6639.82	88.077
6736.40	88.226
6834.38	88.477
6933.79	88.818
7034.64	89.181
7136.96	89.513
7240.77	89.732
7346.09	89.779
7452.94	89.653
7561.35	89.418
7671.33	89.165
7782.91	89.03
7896.12	89.07
8010.97	89.243
8127.49	89.567
8245.71	90.087
8365.65	90.768
8487.33	91.472
8610.78	92.159
8736.03	92.746
8863.09	93.242
8992.01	93.602
9122.80	93.691
9255.50	93.541
9390.12	93.299
9526.70	93.021
9665.27	92.733
9805.86	92.401
9948.49	91.978
10093.19	91.369
10240	90.523
10388.94	89.587
10540.06	88.59
10693.36	87.683
10848.90	86.926
11006.70	86.114
11166.80	84.957
11329.22	83.166
11494.01	80.945
11661.20	78.704
11830.81	76.709
12002.90	75.387
12177.48	74.935
12354.61	75.418
12534.31	76.681
12716.62	78.296
12901.59	79.788
13089.25	81.019
13279.64	82.118
13472.79	83.166
13668.76	84.207
13867.58	85.195
14069.29	85.936
14273.93	86.129
14481.55	85.575
14692.19	84.345
14905.89	82.558
15122.70	80.376
15342.66	77.872
15565.83	75.054
15792.24	71.977
16021.94	68.677
16254.99	65.635
16491.42	63.276
16731.29	61.671
16974.66	60.972
17221.56	61.443
17472.05	62.546
17726.19	64.326
17984.02	66.063
18245.61	67.495
18510.99	68.937
18780.24	70.902
19053.41	72.933
19330.55	75.308
19611.72	78.362
19896.97	81.259
20186.38	80.096
20480	78.379
20777.89	75.89
21080.11	72.55
21386.73	68.851
21697.80	65.17
